lat,lon,risk_score,label
37.51947302137454,127.02774671443952,48.61,고령자 사고 위험 도로
37.52109767136059,127.0344543737084,25.7,고령자 사고 위험 도로
37.51296478322709,127.05325612854884,28.52,고령자 사고 위험 도로
37.51947302137454,127.02774671443952,46.9,고령자 사고 위험 도로
37.49693403291795,127.03863563428462,56.69,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,29.63,고령자 사고 위험 도로
37.50462570759765,127.05082432372942,50.44,고령자 사고 위험 도로
37.49693403291795,127.03863563428462,59.54,고령자 사고 위험 도로
37.48942134597657,127.03174333844268,59.63,고령자 사고 위험 도로
37.50462570759765,127.05082432372942,28.97,고령자 사고 위험 도로
37.508955820686026,127.06393811117664,38.97,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,29.54,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,29.39,고령자 사고 위험 도로
37.51099446324015,127.03223507321134,29.6,고령자 사고 위험 도로
37.507928595566455,127.05759755018634,48.97,고령자 사고 위험 도로
37.501182492800666,127.0428229529196,46.75,고령자 사고 위험 도로
37.51947302137454,127.02774671443952,30.35,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.97,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.97,고령자 사고 위험 도로
37.53302287641648,127.03433479473595,27.05,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.97,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.22,고령자 사고 위험 도로
37.51336690140084,127.05663477675826,49.39,고령자 사고 위험 도로
37.507928595566455,127.05759755018634,29.33,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,48.85,고령자 사고 위험 도로
37.508955820686026,127.06393811117664,48.97,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.97,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.52,고령자 사고 위험 도로
37.51009139065299,127.04370234062358,29.39,고령자 사고 위험 도로
37.492636169806815,127.059023956879,26.51,고령자 사고 위험 도로
37.501182492800666,127.0428229529196,28.16,고령자 사고 위험 도로
37.49213358941844,127.09504765912877,20.0,고령자 사고 위험 도로
37.51947302137454,127.02774671443952,48.22,고령자 사고 위험 도로
37.507928595566455,127.05759755018634,48.97,고령자 사고 위험 도로
37.507928595566455,127.05759755018634,28.52,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,39.6,고령자 사고 위험 도로
37.49693403291795,127.03863563428462,29.6,고령자 사고 위험 도로
37.49967119224109,127.0515316633284,47.8,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,38.52,고령자 사고 위험 도로
37.48639712515925,127.1028559525949,27.02,고령자 사고 위험 도로
37.46486086496911,127.10861301673472,48.76,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,49.12,고령자 사고 위험 도로
37.50847574496,127.03622291122907,28.22,고령자 사고 위험 도로
37.50462570759765,127.05082432372942,30.44,고령자 사고 위험 도로
37.50462570759765,127.05082432372942,50.02,고령자 사고 위험 도로
37.501182492800666,127.0428229529196,46.75,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,38.52,고령자 사고 위험 도로
37.49857000671053,127.06001072682682,28.52,고령자 사고 위험 도로
37.50847574496,127.03622291122907,29.39,고령자 사고 위험 도로
37.53238006821388,127.02502455131868,23.33,고령자 사고 위험 도로
37.49493561700677,127.06455336242009,26.51,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,27.08,고령자 사고 위험 도로
37.51947302137454,127.02774671443952,48.85,고령자 사고 위험 도로
37.485514035928006,127.04117912524656,48.22,고령자 사고 위험 도로
37.501182492800666,127.0428229529196,47.05,고령자 사고 위험 도로
37.49857000671053,127.06001072682682,58.4,고령자 사고 위험 도로
37.500987959441005,127.067504040882,48.4,고령자 사고 위험 도로
37.51462696687797,127.03540321484653,46.75,고령자 사고 위험 도로
37.501182492800666,127.0428229529196,46.75,고령자 사고 위험 도로
37.52799779088565,127.03992260733185,28.97,고령자 사고 위험 도로
37.50847574496,127.03622291122907,28.16,고령자 사고 위험 도로
37.52109767136059,127.0344543737084,28.85,고령자 사고 위험 도로
37.4905978696834,127.0550682083768,28.97,고령자 사고 위험 도로
37.51099446324015,127.03223507321134,59.6,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,59.6,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,27.08,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.97,고령자 사고 위험 도로
37.49857000671053,127.06001072682682,28.4,고령자 사고 위험 도로
37.49934555290443,127.07936353993868,27.05,고령자 사고 위험 도로
37.50847574496,127.03622291122907,28.16,고령자 사고 위험 도로
37.50646018643464,127.04043125946905,26.75,고령자 사고 위험 도로
37.485514035928006,127.04117912524656,46.93,고령자 사고 위험 도로
37.49264390358311,127.07590750875649,48.25,고령자 사고 위험 도로
37.52799779088565,127.03992260733185,29.78,고령자 사고 위험 도로
37.507928595566455,127.05759755018634,49.33,고령자 사고 위험 도로
37.49659008798699,127.0699723205635,38.31,고령자 사고 위험 도로
37.522190853843554,127.0171470841292,28.52,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,28.85,고령자 사고 위험 도로
37.53238006821388,127.02502455131868,20.0,고령자 사고 위험 도로
37.52390955137968,127.04506243606664,48.85,고령자 사고 위험 도로
37.52555239254465,127.03710141862192,48.97,고령자 사고 위험 도로
37.50847574496,127.03622291122907,26.75,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,28.52,고령자 사고 위험 도로
37.50847574496,127.03622291122907,29.39,고령자 사고 위험 도로
37.49113747102224,127.08797620118229,30.47,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,39.63,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.97,고령자 사고 위험 도로
37.48639712515925,127.1028559525949,28.76,고령자 사고 위험 도로
37.51462696687797,127.03540321484653,29.15,고령자 사고 위험 도로
37.52035833938002,127.05669752228488,29.15,고령자 사고 위험 도로
37.51564193478872,127.0663483491732,49.39,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,47.71,고령자 사고 위험 도로
37.52109767136059,127.0344543737084,28.85,고령자 사고 위험 도로
37.50646018643464,127.04043125946905,36.75,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,58.97,고령자 사고 위험 도로
37.48840358182094,127.05023584431444,27.05,고령자 사고 위험 도로
37.48224121827221,127.01754570820404,47.05,고령자 사고 위험 도로
37.522190853843554,127.0171470841292,20.0,고령자 사고 위험 도로
37.48639712515925,127.1028559525949,28.76,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,30.44,고령자 사고 위험 도로
37.52109767136059,127.0344543737084,49.6,고령자 사고 위험 도로
37.50847574496,127.03622291122907,39.39,고령자 사고 위험 도로
37.500987959441005,127.067504040882,57.35,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,28.22,고령자 사고 위험 도로
37.49857000671053,127.06001072682682,29.93,고령자 사고 위험 도로
37.51564193478872,127.0663483491732,20.0,고령자 사고 위험 도로
37.51564193478872,127.0663483491732,29.39,고령자 사고 위험 도로
37.49857000671053,127.06001072682682,28.52,고령자 사고 위험 도로
37.53238006821388,127.02502455131868,23.33,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,28.52,고령자 사고 위험 도로
37.50847574496,127.03622291122907,26.75,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,48.85,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,48.97,고령자 사고 위험 도로
37.52555239254465,127.03710141862192,30.35,고령자 사고 위험 도로
37.52555239254465,127.03710141862192,49.3,고령자 사고 위험 도로
37.52526409793948,127.05401620339534,23.33,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,58.97,고령자 사고 위험 도로
37.52555239254465,127.03710141862192,55.7,고령자 사고 위험 도로
37.49414808751463,127.0473895747194,48.4,고령자 사고 위험 도로
37.51379334459054,127.02086211558382,29.12,고령자 사고 위험 도로
37.48423664267204,127.09501601077191,47.02,고령자 사고 위험 도로
37.47876335602281,127.0638419224603,48.97,고령자 사고 위험 도로
37.48639712515925,127.1028559525949,27.02,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,39.39,고령자 사고 위험 도로
37.51462696687797,127.03540321484653,27.05,고령자 사고 위험 도로
37.50847574496,127.03622291122907,39.39,고령자 사고 위험 도로
37.50646018643464,127.04043125946905,26.75,고령자 사고 위험 도로
37.49976814965787,127.02843658141624,48.52,고령자 사고 위험 도로
37.52109767136059,127.0344543737084,26.75,고령자 사고 위험 도로
37.50462570759765,127.05082432372942,60.02,고령자 사고 위험 도로
37.51009139065299,127.04370234062358,27.8,고령자 사고 위험 도로
37.51947302137454,127.02774671443952,26.9,고령자 사고 위험 도로
37.49493561700677,127.06455336242009,28.31,고령자 사고 위험 도로
37.51716715522985,127.04112781969496,37.8,고령자 사고 위험 도로
37.52634570298644,127.01963651778183,20.0,고령자 사고 위험 도로
37.501182492800666,127.0428229529196,25.7,고령자 사고 위험 도로
37.50612495877928,127.03059966441648,30.8,고령자 사고 위험 도로
