구분,위도,경도
3색등,37.591548500127345,127.0468153254943
3색등,37.591760663357526,127.04607790114969
3색등,37.60865306812939,127.05250146610838
3색등,37.60844194739705,127.05263655892473
3색등,37.6004883626628,127.04089884797158
3색등,37.61110125921694,126.97856404332606
3색등,37.61112952358114,126.97819213821468
3색등,37.611299695951615,126.97855816162811
4색등,37.57395824195406,126.98288660700848
3색등,37.59265558592588,127.05758158120534
3색등,37.592661123084085,127.05783216466567
3색등,37.57529919692545,127.06728843416012
3색등,37.57532565867301,127.06746872478703
3색등,37.57534007537364,127.06751178634417
3색등,37.57593961253364,127.06748973813207
3색등,37.57481225983495,126.92459951504593
3색등,37.57473153147423,126.92475955011705
4색등,37.58015236513494,126.9339450542259
3색등,37.52091528012111,126.97050519412981
3색등,37.521058169237854,126.97071326868968
3색등,37.48196883684147,126.94760499603785
4색등,37.613432275684666,127.04899168292768
3색등,37.56084219848213,126.85937302978573
4색등,37.549846547858635,126.81884174839999
3색등,37.549659943186434,126.86778589493564
4색등,37.53703417882802,126.83729873878593
4색등,37.537081436920026,126.8371586157516
3색등,37.567871961808756,126.81146969070308
3색등,37.48599728325057,126.95394715327123
3색등,37.48611781237087,126.95394112949819
4색등,37.486311812635876,126.95659201847576
4색등,37.48143683346649,126.95270967464533
4색등,37.48136076576676,126.9525971909911
4색등,37.48116301621696,126.95255277341343
4색등,37.48116620252623,126.9525558681455
4색등,37.48109030687175,126.95284762203966
4색등,37.48113084533123,126.95289323822851
3색등,37.481107435652355,126.95279361814114
3색등,37.481364128315064,126.95293839032763
3색등,37.4814000312524,126.95291709516194
4색등,37.48130401258738,126.95290478931649
4색등,37.53701966770525,126.83720545558121
3색등,37.572637459311665,126.83305502833026
3색등,37.57237788307114,126.8338792550412
3색등,37.521800406904276,126.8415072121879
3색등,37.52191186500198,126.84130901191722
3색등,37.52155134574609,126.83977353898244
3색등,37.5214109624536,126.83984403330241
3색등,37.522555635320685,126.84408885901651
3색등,37.52243771409593,126.84424599124205
3색등,37.5797608195282,127.05069317370783
3색등,37.57973759133937,127.05071379401022
3색등,37.579887034602166,127.05063904953329
3색등,37.59042673516701,127.0871229708362
3색등,37.59042050985419,127.08716189948642
3색등,37.590412114214196,127.0869992490218
3색등,37.559739738134255,126.97566478087013
3색등,37.5932472752885,126.92313029440868
3색등,37.59245545035591,126.92291465566554
3색등,37.541941826599654,126.95574873006717
3색등,37.54162628958653,126.95583804255864
4색등,37.55937383687347,127.01703617210823
3색등,37.57652870048016,126.99701716680103
3색등,37.58010136901023,126.98496650541206
4색등,37.59313187829853,126.99938752656297
3색등,37.5931177952695,126.99939035845698
3색등,37.58220540528644,127.0150404991224
3색등,37.58835997819944,126.99971624132883
3색등,37.58836644246108,126.99959307927709
4색등,37.47311658309418,126.8849462023343
3색등,37.47300671068951,126.8849983732354
3색등,37.472816442665454,126.88483926623627
3색등,37.579201079584514,126.79949493297346
3색등,37.57630299768831,126.81138989437255
3색등,37.576330006185835,126.81155602153433
4색등,37.460630617274916,126.91933504876481
3색등,37.537989614184156,127.08965801926155
3색등,37.545756798238,127.1703170694366
3색등,37.57829037391333,127.03524820951688
4색등,37.57806555353831,127.03513728214868
3색등,37.57936479751077,127.04218716978748
3색등,37.57945450679395,127.04244423648736
3색등,37.57940442528405,127.0428086212779
3색등,37.54411908345346,127.06494883303687
3색등,37.55120201373639,127.0079988941236
3색등,37.533206029514844,126.96329116180755
4색등,37.57260730907817,126.83014569488152
3색등,37.52250390239282,126.84411328312336
4색등,37.49191100720614,126.85592359452883
4색등,37.491792199417766,126.86352854353561
4색등,37.49174792966886,126.86330716666187
3색등,37.498298204518875,126.89287714437515
4색등,37.596294818087436,127.06042095360944
4색등,37.59636261942377,127.06009776563876
4색등,37.59654151288165,127.0601350416048
3색등,37.546273681535396,126.84533139451803
3색등,37.543657198743624,126.8434615798817
3색등,37.54377081660584,126.84321190314313
3색등,37.543556612006675,126.84304456396427
3색등,37.54050336721327,126.8364190538557
3색등,37.54055028420123,126.83595743888267
3색등,37.54036601763848,126.83616835569536
4색등,37.54141038813359,126.84043028465908
3색등,37.531987317847765,126.9005967195525
3색등,37.525799154076864,126.87783244443264
3색등,37.57628211432949,126.8113258694355
3색등,37.60522528333515,126.92218655631778
4색등,37.651557070495926,127.03668508615185
3색등,37.56146761938773,126.86028438368211
3색등,37.560714222925164,126.86163788892235
3색등,37.615143064875205,127.07868794566127
4색등,37.56659916700635,127.0300603714107
3색등,37.56346815853709,127.0312802189059
3색등,37.56493098415683,126.81164783086523
4색등,37.52023619392839,126.84440314790727
3색등,37.48345133783549,127.02801331803401
4색등,37.53213318914176,126.90034513043446
3색등,37.526156118986506,126.89679287231772
3색등,37.55380680536169,127.0337581713246
4색등,37.526307331558115,126.86444815362505
3색등,37.52447523184858,126.86493439706098
4색등,37.53579415221541,126.82858610082977
3색등,37.56961555634679,127.01252427506925
4색등,37.53966196536447,126.96165684101135
4색등,37.53954108879861,126.96111039175696
3색등,37.654540741189166,127.06202487667038
4색등,37.65575968148331,127.06058089730492
4색등,37.635506495849505,127.03353768960932
4색등,37.601446672275266,127.07941702293556
4색등,37.61761743474941,127.0759108577102
3색등,37.554265841841186,126.86748326312126
3색등,37.60358617081066,127.10749912249653
3색등,37.60420959935765,127.09011309003718
4색등,37.60670351538509,127.09508856373074
4색등,37.59532061581578,127.0998699037491
4색등,37.598106791826645,127.09304639167375
4색등,37.58771369173438,127.08403713716156
4색등,37.54664883430834,126.95277494434302
4색등,37.544318348635855,126.95150737060342
4색등,37.62504089419796,127.071396708364
4색등,37.640308385604925,127.06352814914813
4색등,37.565424337356475,127.05500037408741
3색등,37.56528060396534,127.0548941320453
3색등,37.56534297270367,127.05447046573221
3색등,37.47300140003067,126.91880458780604
3색등,37.47318866375906,126.91885530722003
3색등,37.47309881333184,126.91875565518878
3색등,37.55459532384169,126.93709123087025
4색등,37.56584286033232,126.96641500792323
4색등,37.49984726298098,126.99812963525694
4색등,37.4611407654187,126.92187633428557
3색등,37.513475965397475,126.94113288686599
3색등,37.55713158969242,126.97230833347302
3색등,37.636415152767206,127.02315907826379
4색등,37.63870793036801,127.06672040071845
4색등,37.64133624856426,127.06586599115936
4색등,37.641165660382114,127.06623716905462
4색등,37.64090822313293,127.06596953317231
3색등,37.66206556576026,127.03141040000817
4색등,37.635455669096345,127.10607452778697
4색등,37.61292384171448,127.00748114440553
3색등,37.56714994793783,127.02754578071001
3색등,37.547705394893896,127.05090920563333
3색등,37.568613670613736,126.98294131764781
3색등,37.59692364230525,126.94772006488569
3색등,37.57228714110943,126.90901934865651
3색등,37.58419052174041,126.89162275440535
3색등,37.60923029102194,126.91627731258578
4색등,37.60611790017718,126.9155680975825
3색등,37.469968318518326,126.91989170035627
3색등,37.48980685094747,126.95337670177054
3색등,37.48808543044245,127.02657413616721
3색등,37.48622255969398,127.0292036487635
3색등,37.48995380458614,126.95363753575351
3색등,37.4900726678389,126.9535045349043
3색등,37.49004339640721,126.95350535305043
3색등,37.48630981806693,126.95232337974794
3색등,37.618942280220935,127.01796238922292
3색등,37.61208388014722,127.00560342355877
3색등,37.6119672258447,127.005363297557
4색등,37.57258832835543,126.988045008286
3색등,37.58670904892524,126.97298781334177
3색등,37.56063440559143,126.81765976209246
4색등,37.509148679192855,127.06305880238341
4색등,37.509131350179864,127.06344360745884
3색등,37.570977006076944,126.8116689971007
3색등,37.570586080635486,126.81152611180737
3색등,37.56944674247629,126.81178151204566
3색등,37.569118026808596,126.81161476914102
3색등,37.65210513190375,127.06395334953903
4색등,37.6456521578397,127.05501672767032
3색등,37.552330769869634,126.98189887804223
3색등,37.55490280922337,126.93010996956227
4색등,37.57168636453758,127.01018696941361
3색등,37.571123039831754,127.00879358125853
4색등,37.57317495814886,126.8113575751281
3색등,37.479909811655766,126.9561160192261
3색등,37.4780206454899,126.96134845944825
3색등,37.47607983508908,126.96583309496945
3색등,37.475769015430004,126.96727005549262
3색등,37.47567417917762,126.96727487910326
3색등,37.47544925948321,126.96735572669945
3색등,37.47552131869141,126.96738199277688
3색등,37.47560852441904,126.96709490690016
3색등,37.4864761000719,126.9517021575913
3색등,37.486330906772835,126.95185650567626
3색등,37.5715070682193,126.92202041427001
3색등,37.46967739641638,127.12481577497425
3색등,37.55447817209556,127.09418530445365
3색등,37.542027357753966,127.07181882707798
3색등,37.615990694850616,126.91385651302345
3색등,37.60544891187981,126.9227115580487
3색등,37.588787264252964,127.06867305362235
