hotspot_center_lat,hotspot_center_lng,accident_count
37.57911517108633,126.79992933188976,5
37.55929909354645,126.80337769948943,5
37.56741176257804,126.80562020271755,8
37.56200767425426,126.8067660748384,5
37.53951274284509,126.82605949127971,5
37.535912069212635,126.8283307287131,8
37.51970377611672,126.8351550221603,5
37.526013904948954,126.83740371339837,13
37.5070944568262,126.83857575905486,5
37.55845131579721,126.83846503226539,9
37.49448196240096,126.83973372067287,6
37.51700700520467,126.83968556093511,14
37.53052198952535,126.83965663934919,5
37.53772996847717,126.83964120660283,6
37.49448349103976,126.84086452928547,5
37.54133548585598,126.84076500399468,5
37.50980505382248,126.84422513694152,5
37.50169899727939,126.84650382050366,13
37.531432008809844,126.84644290834748,6
37.532333006815385,126.84644106112698,6
37.49809644956495,126.84764206117259,5
37.52782948085742,126.84758160856428,5
37.52963147792852,126.8475779419141,5
37.53053247625723,126.84757610846657,11
37.52783093546913,126.84871292080314,9
37.52422981582478,126.85098271457503,5
37.55306172490855,126.85092532639126,5
37.554865138019366,126.85205345787594,5
37.555767545353035,126.85318341130967,5
37.557569534338214,126.85317987585817,7
37.49179936546071,126.85557025382825,5
37.49360137420398,126.8555667838699,6
37.55486934337982,126.8554486212358,5
37.56117630401207,126.85543643711102,5
37.49720676727434,126.85669069353189,8
37.56388066560984,126.85656307173835,5
37.53235385404285,126.86341177241852,8
37.547670810505196,126.86338382894908,5
37.54857180670319,126.86338218455674,5
37.556680766279854,126.86336738172987,7
37.5296521605692,126.86454804195685,7
37.55127609846118,126.86450891824562,5
37.547678470772006,126.87017350694059,7
37.49902569456468,126.87138866641362,7
37.51073873490335,126.87136857178852,5
37.49902692033187,126.87251954511166,5
37.50983895887058,126.87250115973546,5
37.52605697946231,126.8724735632453,5
37.52966339969242,126.8747301099488,6
37.485515454844055,126.87593453828214,7
37.48551663673459,126.87706521350226,7
37.48731864898062,126.87706226063402,5
37.52966577806151,126.87699279247839,6
37.53146777680014,126.8769898331606,5
37.48641881403448,126.87819442596576,6
37.47560903903879,126.8804730276463,9
37.46480031529541,126.88388133238537,5
37.49183054285254,126.88383950038357,5
37.48192167500292,126.88611608804949,5
37.47831980311262,126.88838269196675,8
37.47922187339465,126.88951193270644,12
37.53057908403687,126.88943622104038,5
37.4792229252012,126.89064251363978,5
37.50084706928453,126.8906109844222,6
37.509857105892344,126.89059783730116,7
37.578332933628054,126.89049772763404,6
37.52968121282971,126.89283157729317,5
37.4981471482272,126.8940075261535,5
37.537791228803286,126.89395143799675,5
37.56752411409622,126.89390929970288,7
37.48463306850482,126.89515728463508,5
37.49184111979904,126.89514721040689,14
37.48553507334126,126.89628670180814,9
37.46661488540581,126.89744323704174,9
37.487338073966384,126.89741491410322,5
37.49274411116903,126.89740752073936,5
37.52608123095943,126.89736188465767,6
37.52788323205942,126.89735941569991,9
37.53599223018622,126.89734830266858,11
37.47112090839305,126.89856754153261,7
37.526984176252824,126.89962325350864,6
37.45490463984787,126.9008498781183,8
37.482835935336574,126.90081298079055,6
37.520678124451365,126.90076290955435,8
37.52157912599111,126.90076171624041,5
37.4377872669528,126.90313238291617,5
37.43868828122869,126.90313122157409,6
37.483738819402035,126.90307308849945,7
37.48463982665257,126.90307192451748,6
37.51527399118298,126.90303231827859,8
37.57654184223799,126.9029529256866,5
37.478333694965684,126.90421063932388,5
37.49995876335695,126.90531391687803,5
37.51617682920606,126.90529342984311,6
37.51978083777536,126.90528887493839,6
37.5251868464945,126.90528204105999,5
37.56122677780541,126.90523643518007,6
37.48914759532767,126.90645829683443,5
37.51707873313346,126.9064234435498,5
37.45130696388461,126.90876576324841,5
37.51708050379183,126.90868574841312,6
37.61618993006005,126.90856468579513,5
37.577448223926815,126.90974414594484,5
37.548617231484144,126.91091055058878,5
37.56573616096447,126.91089016738967,6
37.583756032960345,126.91086869275004,5
37.487349922652534,126.91211406397636,5
37.517984080914594,126.91207814897335,10
37.51888508315776,126.91207709182642,6
37.54861807985856,126.91204217955637,5
37.518885919793604,126.91320827167569,6
37.48194553842334,126.91438164175005,6
37.61259023177855,126.91423208644053,6
37.477441311069825,126.91551733655899,5
37.599076215246754,126.9153799953414,6
37.5684432816433,126.91654659176928,5
37.49726506296783,126.91775671881261,5
37.590067910033184,126.91765470987839,8
37.51438492709101,126.91886904888378,8
37.63421710950706,126.9187389428466,5
37.499969632235654,126.92001554350466,6
37.61709915001303,126.91989024288152,5
37.618000137271856,126.91988927621622,11
37.61890112439276,126.91988830950785,6
37.61980211137569,126.91988734275645,5
37.6207030982207,126.91988637596197,5
37.61890188792981,126.9210210031283,5
37.504476166751964,126.92227266293649,5
37.506278175696586,126.92227079466333,5
37.55493220882077,126.92222028834476,5
37.60628954912059,126.92329934659764,7
37.5089826549934,126.92453005332311,5
37.52159669704847,126.92451734976663,5
37.48375520642238,126.92568608703621,9
37.490062257995135,126.9256798392178,5
37.49456799671654,126.92680618865583,5
37.558539090940016,126.9267436596687,9
37.48916265197886,126.92794219564192,7
37.498172715774345,126.92793353888915,8
37.49907372139611,126.92793267300186,7
37.48375729119156,126.92907803830569,7
37.48646031432321,126.92907548311338,7
37.487361321758215,126.92907463130675,5
37.499975411381875,126.929062702031,6
37.61079803751905,126.92895757451643,8
37.48105494003805,126.93021120292673,5
37.48465897234505,126.93020785069044,7
37.49997608505755,126.93019359702394,5
37.57746204487833,126.93012132465452,5
37.57836303841458,126.93012048264916,7
37.51889783261323,126.9313071551715,5
37.608997402046846,126.93122437580665,8
37.47835322821342,126.93247485491473,5
37.48736330940616,126.93246674586213,6
37.49997739993048,126.93245538712122,8
37.519799487618684,126.93243752335947,6
37.47114579387415,126.93361180014183,6
37.472046803736134,126.93361100325708,8
37.4846609273395,126.93359984314476,5
37.56034573354581,126.9346645431017,7
37.55494037398146,126.93580098821495,5
37.5765642660168,126.93578242814806,6
37.476553708051505,126.9369986445392,6
37.55494098390262,126.93693271344233,6
37.5576439748089,126.93693043539747,5
37.50538711596645,126.9392363773092,11
37.5134967300526,126.94036090288807,7
37.59098309485663,126.94143139771579,6
37.591884086523685,126.94143069164737,8
37.54773588823312,126.94259686845517,5
37.556745865057565,126.94258995767125,5
37.562151844535364,126.94258580972345,5
37.545935492661414,126.94599301792579,5
37.54143151069028,126.9482593100125,7
37.54413547830584,126.95052056624156,6
37.5441359470271,126.95165212840027,7
37.47926411474819,126.9528245382477,6
37.497284266996374,126.95281320480723,8
37.483769604042955,126.95395235699011,5
37.49548270050571,126.95394516632106,7
37.51260223530407,126.95506573536403,5
37.480166429240754,126.956215762442,10
37.51350366403653,126.95619629478547,9
37.55765268464096,126.95617046388175,6
37.48917692498542,126.95734123678004,5
37.47836561930338,126.95960852322457,5
37.50809922967346,126.96072352618694,5
37.522515286837965,126.96071597037214,5
37.57207021424996,126.96068995616208,6
37.57297120907051,126.96068948258642,6
37.4774653613304,126.96187012072,5
37.50719859556881,126.96185500278341,8
37.52251565768123,126.96184720608203,5
37.5333280376959,126.96297309799044,6
37.526120714164215,126.96523924121344,7
37.528824047017,126.96636931795696,5
37.537834055748576,126.96636527190736,5
37.56576499522564,126.96635271769742,8
37.55405265994104,126.96862140909815,5
37.55495365759536,126.96862103131974,5
37.5675676102819,126.96861574065535,5
37.56846860586845,126.96861536262452,8
37.57567686116017,126.96974437727803,5
37.518013219818926,126.97089884212369,6
37.54143925786387,126.97088973954358,6
37.55945922373054,126.97088273038396,7
37.554954511080226,126.97201620925259,6
37.55675650603055,126.97201553540137,8
37.557657503298934,126.97201519845325,5
37.54414279249774,126.97315181364716,5
37.57567768271317,126.973140495892,7
37.53603404521735,126.97428616110012,5
37.504499183137426,126.97542794459417,9
37.56036125028063,126.97540961087675,6
37.56396546675102,126.97654028865139,6
37.575678406565586,126.97653661463569,8
37.47656839934449,126.97769817836863,9
37.56486668243622,126.97767188208884,5
37.57027265676882,126.9776702683815,5
37.57567862613847,126.97766865424293,7
37.50179702076445,126.9799525233236,5
37.563966092639674,126.979935875727,5
37.575679032717375,126.9799327334927,5
37.47566798109308,126.98109003429511,6
37.57027325023861,126.98106614179679,7
37.47476714674075,126.98222077715137,5
37.477470175941555,126.98222013680521,7
37.48557925610567,126.98221821525338,8
37.48828228034753,126.982217574565,5
37.56036246934704,126.98220045793221,7
37.471163270553674,126.98335209238675,5
37.4720642809813,126.98335189255495,5
37.570273591617536,126.98333005745882,8
37.499995689934806,126.98447658945673,6
37.56576891111722,126.98559484074538,5
37.565769043797914,126.98672673043511,5
37.53423421959298,126.98786373430254,6
37.57027414413318,126.98785788888526,10
37.56036339793172,126.99012311325532,5
37.57027435526987,126.99012180463998,5
37.569373527554696,126.99238581213658,5
37.57027452299248,126.99238572041592,6
37.53423472211034,126.9946522119637,5
37.5666707697544,126.9980456040845,5
37.50990776606823,126.99917813069186,7
37.5351358411534,126.99917785391229,5
37.5792847125499,126.99917736871683,5
37.50540274374651,127.00030915778636,7
37.50540273537242,127.00144013549208,19
37.57117575504972,127.00144140099796,8
37.58559166122157,127.0014416789192,14
37.5864926541854,127.00144169629584,6
37.49999665187239,127.00370182398606,7
37.501798663845825,127.00370191294967,8
37.506303650508116,127.00483312668726,8
37.53693774626185,127.00483510311938,5
37.53333369152582,127.00596626978705,5
37.5882944974978,127.00597065400589,6
37.49188736287794,127.00822451928383,8
37.48828324822762,127.00935484369028,5
37.50630337878092,127.00935709183125,5
37.50720438386198,127.00935720429086,9
37.518016434087556,127.00935855419684,5
37.57117539238408,127.00936520173641,5
37.48648113720575,127.01048531136858,5
37.48738214531461,127.01048543729777,5
37.504501273208255,127.0104878310179,6
37.5054022785618,127.01048795705927,7
37.55495736079745,127.01049489798494,9
37.48377800630623,127.011615585256,6
37.50810518795693,127.01161935367303,6
37.57207618623198,127.01162928486251,6
37.590997052565804,127.01163222827881,6
37.60451191986163,127.01163433240512,5
37.49278796869027,127.01274776787878,6
37.5918979276645,127.01276465381352,6
37.48828280353032,127.0138777218234,5
37.49368884839614,127.01387872203308,10
37.49458985539161,127.01387888876069,8
37.59189779978296,127.01389693911001,5
37.603610684669775,127.01389911769695,5
37.596402619500616,127.01503013042696,5
37.60361054586799,127.01503158049137,8
37.5207187107149,127.01614614470233,5
37.56576868452616,127.01615586309133,6
37.56937266754472,127.01615664149763,5
37.572976648357525,127.01615742004263,7
37.52161955350453,127.01727756125347,5
37.5873922178069,127.01842496965725,5
37.588293210448754,127.01842519174907,5
37.619827866040154,127.01843297119765,5
37.62523379003569,127.01843430603549,7
37.628837736607494,127.01843519612561,5
37.510807157746335,127.01953718714029,6
37.516213181790704,127.01953859638975,11
37.58559004995949,127.01955671521912,5
37.49548987029807,127.02066402444484,7
37.51170796959986,127.02066849475872,5
37.51350997787779,127.02066899168146,6
37.50359872225907,127.02179720957025,6
37.50990575745491,127.02179904344742,5
37.510806761931754,127.02179930547655,8
37.57477772753989,127.0218179393989,6
37.598203541118096,127.02182477784035,5
37.50900453870128,127.02292981339072,5
37.575678507441125,127.02295024188223,11
37.63514384262834,127.02296851877426,6
37.6360448279352,127.02296879611026,9
37.640549752400396,127.02297018297561,5
37.50449928866375,127.02405939949706,8
37.50630129910464,127.02405997779529,6
37.56486633836466,127.02407880055075,5
37.60180706359187,127.02409070141877,11
37.63063868807205,127.0241000050125,6
37.636044601938536,127.02410175091305,5
37.63694558710016,127.02410204194184,5
37.500895030398965,127.02518915266477,6
37.50179603623177,127.02518945534528,5
37.50269704192681,127.0251897580393,6
37.504499052903554,127.02519036346773,14
37.505400058185266,127.02519066620219,6
37.51260809547874,127.02519308856304,9
37.532430152563805,127.02519975450639,6
37.55585613403143,127.02520764086326,5
37.60360880765887,127.02522374520485,11
37.60450979777806,127.02522404942587,5
37.61802463301691,127.02522861436766,6
37.63784633523271,127.02523531513494,10
37.49188471801702,127.02631690033651,5
37.49729075916571,127.02631879732222,6
37.499092771779765,127.0263194297634,7
37.50089478384276,127.02632006226092,12
37.50179578966759,127.0263203785308,5
37.60360856019199,127.02635620789115,8
37.62433129785784,127.02636352270386,6
37.62613327159817,127.02636415912873,9
37.49729050181629,127.02744965255296,6
37.49819150818388,127.02744998235345,5
37.4990925144137,127.0274503121686,5
37.50089452646004,127.02745097184301,5
37.51981561967232,127.02745790197208,9
37.639647798396346,127.02750194361035,12
37.4837751217262,127.02857535879204,5
37.4882801624754,127.02857707473561,7
37.492785199780634,127.02857879106124,5
37.49729023364175,127.02858050776901,5
37.49819124000068,127.02858085115642,8
37.519815351280805,127.02858909704293,13
37.52702337073676,127.02859184763055,5
37.52792437254863,127.02859219152289,6
37.60721199220782,127.02862251409921,8
37.61892484550337,127.02862700365385,5
37.47296273112161,127.02970173066794,6
37.492784920826125,127.02970957833645,8
37.527023091439084,127.02972315151952,6
37.612617647237336,127.02975718513285,5
37.61351863594333,127.02975754414778,6
37.614419624511406,127.02975790317872,6
37.61712258938815,127.0297589803675,9
37.49909167736061,127.03084295929366,8
37.643250894517095,127.03090246479272,5
37.489180300990874,127.0319696167588,9
37.493685337466644,127.03197153690124,6
37.49728936416748,127.03197307332299,5
37.51170544892679,127.03197922174715,5
37.60360715985996,127.03201852109817,11
37.484674949737176,127.03309836204157,5
37.527923190299624,127.03311746140848,5
37.60180486666869,127.03315018408259,7
37.602705857000316,127.0331505838776,5
37.484674627583054,127.03422902702168,12
37.50719979222777,127.03423930915778,10
37.521615852408495,127.03424589573402,7
37.52882386927018,127.03424919078226,5
37.57837874640658,127.03427187604305,7
37.51530849707907,127.03537414049822,5
37.51801150729718,127.03537541641762,5
37.56125950210215,127.03539585432588,6
37.59639826402182,127.03541249232461,8
37.460346676885365,127.03647853228689,7
37.48197092533645,127.03648904237549,7
37.500892077643684,127.0364982479201,10
37.50179308338095,127.03649868649411,5
37.50269408898044,127.03649912508764,5
37.54414019760028,127.03651932151567,5
37.59099196919032,127.03654220213294,6
37.61261573802529,127.03655278030277,5
37.50990177388009,127.03763367988775,5
37.57297174541542,127.03766539411433,7
37.573872740115455,127.03766584789133,6
37.57567472910186,127.03766675550595,6
37.57837771154746,127.03766811707945,6
37.60360548786532,127.03768083387517,5
37.612615381778234,127.03768537943259,8
37.61351637041099,127.03768583409966,5
37.50900040363998,127.03876425927702,7
37.52521846308798,127.03877264936064,6
37.57657535674559,127.03879926236827,5
37.57837734488108,127.03880019738533,9
37.579278338742014,127.03880066492506,9
37.59099124638714,127.03880674483698,9
37.60180314045314,127.03881236018856,8
37.50719801771911,127.03989433198586,5
37.57837696735803,127.03993227767033,5
37.60090177221113,127.03994431363238,7
37.485573475602976,127.04101350903332,9
37.492781535996116,127.04101745011461,5
37.5792775728145,127.04106485275665,9
37.60090138351738,127.04107673511531,7
37.46034479725278,127.0421300247475,5
37.46575086643824,127.04213305812644,5
37.5792771735652,127.0421969466397,16
37.66487095790215,127.04224535415169,6
37.465750458000144,127.04326343793535,11
37.481968635567135,127.04327278721163,7
37.582880737320124,127.0433311291553,5
37.498186348762104,127.04441301251742,6
37.55134547070046,127.0444445372651,8
37.58107832967471,127.04446220590313,6
37.463046574834564,127.0455225586115,5
37.586483855971,127.04559762414046,6
37.49368044456642,127.04667194587216,5
37.62252300670353,127.04675237689425,6
37.662166304681776,127.04677722813352,5
37.50449160069079,127.04894060280624,12
37.62432406117668,127.04901905863933,7
37.48827301270195,127.05006073936329,10
37.50449112671648,127.05007156634056,5
37.62432358515953,127.05015183519988,8
37.50449064191427,127.05120252984813,5
37.5855805408091,127.05125802077994,11
37.62522408494194,127.0512852307339,6
37.525213226273294,127.05234796595988,7
37.573867127539934,127.05238200349208,7
37.591886988956084,127.05239463077201,6
37.66216392136377,127.05244398478018,6
37.49547958247672,127.05345803306916,6
37.50448963982614,127.05346445678042,5
37.505390644803285,127.05346509930885,5
37.65315359597007,127.0535708620563,6
37.44862654594416,127.05455479775154,5
37.5252122017673,127.05461051836224,10
37.5270142052115,127.05461183197644,7
